DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0007767	40128	2009	PLoS ONE	RA	BFAST: An Alignment Tool for Large Scale Genome Resequencing	0	0	0	1035	345	5	1385	0	0	0	0	0	10	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007768	40122	2009	PLoS ONE	RA	Oncogenic RAS Enables DNA Damage- and p53-Dependent Differentiation of Acute Myeloid Leukemia Cells in Response to Chemotherapy	0	0	0	547	156	2	705	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007769	40127	2009	PLoS ONE	RA	Potent Inhibition of HIV-1 Replication by a Tat Mutant	0	0	0	349	111	1	461	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007770	40122	2009	PLoS ONE	RA	The GTPase RalA Regulates Different Steps of the Secretory Process in Pancreatic ?-Cells	0	0	0	292	95	2	389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007771	40127	2009	PLoS ONE	RA	A Novel TRPC6 Mutation That Causes Childhood FSGS	0	0	0	249	66	1	316	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007772	40127	2009	PLoS ONE	RA	Identification of a Dual-Specific T Cell Epitope of the Hemagglutinin Antigen of an H5 Avian Influenza Virus in Chickens	0	0	0	408	104	1	513	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007773	40127	2009	PLoS ONE	RA	Alternative Splicing and Transcriptome Profiling of Experimental Autoimmune Encephalomyelitis Using Genome-Wide Exon Arrays	0	0	0	337	99	1	437	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007774	40133	2009	PLoS ONE	RA	Transcriptional Regulation and Biological Functions of Selenium-Binding Protein 1 in Colorectal Cancer In Vitro and in Nude Mouse Xenografts	0	0	0	290	69	10	369	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007775	40127	2009	PLoS ONE	RA	Generation and Characterization of Mice Carrying a Conditional Allele of the Wwox Tumor Suppressor Gene	0	0	0	272	47	2	321	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007776	40128	2009	PLoS ONE	RA	"Incidence, Seasonality and Mortality Associated with Influenza Pneumonia in Thailand: 2005?2008"	0	0	0	246	70	2	318	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007777	40127	2009	PLoS ONE	RA	A Possible Role for Metallic Ions in the Carbohydrate Cluster Recognition Displayed by a Lewis Y Specific Antibody	0	0	0	163	31	2	196	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007778	40122	2009	PLoS ONE	RA	"Genome Analysis of Multi- and Extensively-Drug-Resistant Tuberculosis from KwaZulu-Natal, South Africa"	0	0	0	448	148	1	597	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0007779	40127	2009	PLoS ONE	RA	Tissue Compartment Analysis for Biomarker Discovery by Gene Expression Profiling	0	0	0	334	84	2	420	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007780	40127	2009	PLoS ONE	RA	Gi-Coupled GPCR Signaling Controls the Formation and Organization of Human Pluripotent Colonies	0	0	0	415	117	4	536	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007781	40127	2009	PLoS ONE	RA	Chemically-Mediated Roostmate Recognition and Roost Selection by Brazilian Free-Tailed Bats (Tadarida brasiliensis)	0	0	0	386	50	1	437	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007782	40128	2009	PLoS ONE	RA	Severe Sepsis in Two Ugandan Hospitals: a Prospective Observational Study of Management and Outcomes in a Predominantly HIV-1 Infected Population	0	0	0	219	51	4	274	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007783	40128	2009	PLoS ONE	RA	Biomechanics of Running Indicates Endothermy in Bipedal Dinosaurs	1	0	0	4329	861	11	5201	0	0	0	2	0	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0007784	40128	2009	PLoS ONE	RA	Targeted Deletion of p73 in Mice Reveals Its Role in T Cell Development and Lymphomagenesis	0	0	0	198	54	2	254	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007785	40128	2009	PLoS ONE	RA	Foreign Subtitles Help but Native-Language Subtitles Harm Foreign Speech Perception	0	0	0	3212	300	4	3516	0	0	0	1	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007786	40128	2009	PLoS ONE	RA	Disorganized Innervation and Neuronal Loss in the Inner Ear of Slitrk6-Deficient Mice	0	0	0	245	50	3	298	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007787	40129	2009	PLoS ONE	RA	Diminished Macrophage Apoptosis and Reactive Oxygen Species Generation after Phorbol Ester Stimulation in Crohn's Disease	0	0	0	303	55	3	361	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007788	40123	2009	PLoS ONE	RA	"Novel Pandemic Influenza A(H1N1) Viruses Are Potently Inhibited by DAS181, a Sialidase Fusion Protein"	0	0	0	999	286	6	1291	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007789	40134	2009	PLoS ONE	RA	Evolutionary Trends of A(H1N1) Influenza Virus Hemagglutinin Since 1918	0	0	0	1254	524	2	1780	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007790	40129	2009	PLoS ONE	RA	MVA-Based H5N1 Vaccine Affords Cross-Clade Protection in Mice against Influenza A/H5N1 Viruses at Low Doses and after Single Immunization	0	0	0	319	81	2	402	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007791	40133	2009	PLoS ONE	RA	A C. elegans Model for Mitochondrial Fatty Acid Synthase II: The Longevity-Associated Gene W09H1.5/mecr-1 Encodes a 2-trans-Enoyl-Thioester Reductase	0	0	0	353	61	2	416	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007792	40135	2009	PLoS ONE	RA	"SMF-1, SMF-2 and SMF-3 DMT1 Orthologues Regulate and Are Regulated Differentially by Manganese Levels in C. elegans"	0	0	0	197	36	2	235	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007793	40128	2009	PLoS ONE	RA	Imagined Self-Motion Differs from Perceived Self-Motion: Evidence from a Novel Continuous Pointing Method	0	0	0	298	78	2	378	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007794	40129	2009	PLoS ONE	RA	Evidence for Impaired CARD15 Signalling in Crohn's Disease without Disease Linked Variants	0	0	0	213	39	3	255	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007795	40128	2009	PLoS ONE	RA	Selection for Genetic Variation Inducing Pro-Inflammatory Responses under Adverse Environmental Conditions in a Ghanaian Population	0	0	0	219	59	3	281	0	0	0	0	0	0	0	1	4.7	0	0	0	0	1
10.1371/journal.pone.0007796	40129	2009	PLoS ONE	RA	Signature-Tagged Mutagenesis in a Chicken Infection Model Leads to the Identification of a Novel Avian Pathogenic Escherichia coli Fimbrial Adhesin	0	1	0	335	77	2	414	0	0	0	0	0	0	0	1	4.3	0	0	1	0	0
10.1371/journal.pone.0007797	40128	2009	PLoS ONE	RA	G Protein Subunit Dissociation and Translocation Regulate Cellular Response to Receptor Stimulation	0	0	0	365	84	2	451	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007798	40128	2009	PLoS ONE	RA	Tumor-Like Stem Cells Derived from Human Keloid Are Governed by the Inflammatory Niche Driven by IL-17/IL-6 Axis	0	0	0	354	108	3	465	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007799	40128	2009	PLoS ONE	RA	Persistence Criteria for Susceptibility Genes for Schizophrenia: a Discussion from an Evolutionary Viewpoint	0	0	0	496	95	3	594	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007800	40128	2009	PLoS ONE	RA	Impact of Chikungunya Virus Infection on Health Status and Quality of Life: A Retrospective Cohort Study	0	0	0	304	70	2	376	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007801	40134	2009	PLoS ONE	RA	The Evolution of a Capacity to Build Supra-Cellular Ropes Enabled Filamentous Cyanobacteria to Colonize Highly Erodible Substrates	0	0	0	280	57	4	341	0	0	0	1	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007802	40129	2009	PLoS ONE	RA	Interference Competition and High Temperatures Reduce the Virulence of Fig Wasps and Stabilize a Fig-Wasp Mutualism	0	0	0	366	113	4	483	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007803	40134	2009	PLoS ONE	RA	The Heterogeneous Allelic Repertoire of Human Toll-Like Receptor (TLR) Genes	0	0	0	277	99	5	381	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007804	40129	2009	PLoS ONE	RA	Nitric Oxide Releasing Nanoparticles Are Therapeutic for Staphylococcus aureus Abscesses in a Murine Model of Infection	0	0	0	363	98	2	463	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007805	40140	2009	PLoS ONE	RA	Insights into Protein Aggregation by NMR Characterization of Insoluble SH3 Mutants Solubilized in Salt-Free Water	0	0	0	250	31	2	283	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007806	40129	2009	PLoS ONE	RA	Vibrio cholerae Cytolysin Causes an Inflammatory Response in Human Intestinal Epithelial Cells That Is Modulated by the PrtV Protease	0	0	0	186	51	2	239	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007807	40129	2009	PLoS ONE	RA	Successional Change in Phosphorus Stoichiometry Explains the Inverse Relationship between Herbivory and Lupin Density on Mount St. Helens	0	0	0	296	76	3	375	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007808	40129	2009	PLoS ONE	RA	Campbell's Monkeys Use Affixation to Alter Call Meaning	2	0	0	2023	216	2	2241	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007809	40130	2009	PLoS ONE	RA	Epigenetic Signatures Associated with Different Levels of Differentiation Potential in Human Stem Cells	0	0	0	889	473	3	1365	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007810	40130	2009	PLoS ONE	RA	Detection of B. anthracis Spores and Vegetative Cells with the Same Monoclonal Antibodies	0	0	0	287	67	2	356	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007811	40129	2009	PLoS ONE	RA	Culture-Independent Microbiological Analysis of Foley Urinary Catheter Biofilms	0	0	0	283	56	2	341	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007812	40129	2009	PLoS ONE	RA	Methamphetamine Preconditioning Alters Midbrain Transcriptional Responses to Methamphetamine-Induced Injury in the Rat Striatum	0	1	0	243	53	2	298	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007813	40137	2009	PLoS ONE	RA	Exploiting Amino Acid Composition for Predicting Protein-Protein Interactions	0	0	0	330	87	2	419	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007814	40130	2009	PLoS ONE	RA	Dermatitis and Aging-Related Barrier Dysfunction in Transgenic Mice Overexpressing an Epidermal-Targeted Claudin 6 Tail Deletion Mutant	0	0	0	250	55	2	307	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007815	40129	2009	PLoS ONE	RA	Genotyping of Genetically Monomorphic Bacteria: DNA Sequencing in Mycobacterium tuberculosis Highlights the Limitations of Current Methodologies	0	0	0	510	181	2	693	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007816	40129	2009	PLoS ONE	RA	Immunopurification of Pathological Prion Protein Aggregates	0	0	0	464	168	5	637	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007817	40129	2009	PLoS ONE	RA	The ASH1 HOMOLOG 2 (ASHH2) Histone H3 Methyltransferase Is Required for Ovule and Anther Development in Arabidopsis	0	0	0	480	144	1	625	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007818	40129	2009	PLoS ONE	RA	Genetic Association Analysis of the Functional c.714T&gt;G Polymorphism and Mucosal Expression of Dectin-1 in Inflammatory Bowel Disease	0	0	0	229	77	2	308	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007819	40129	2009	PLoS ONE	RA	Differential Role of Human Choline Kinase ? and ? Enzymes in Lipid Metabolism: Implications in Cancer Onset and Treatment	0	0	0	286	74	1	361	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0007820	40129	2009	PLoS ONE	RA	Dramatic Co-Activation of WWOX/WOX1 with CREB and NF-?B in Delayed Loss of Small Dorsal Root Ganglion Neurons upon Sciatic Nerve Transection in Rats	0	0	0	315	91	2	408	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007821	40130	2009	PLoS ONE	RA	Stable Isotope Metabolic Labeling with a Novel 15N-Enriched Bacteria Diet for Improved Proteomic Analyses of Mouse Models for Psychopathologies	0	0	0	265	55	2	322	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007822	40130	2009	PLoS ONE	RA	Long-Range Correlation in Synchronization and Syncopation Tapping: A Linear Phase Correction Model	0	0	0	290	50	3	343	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007823	40130	2009	PLoS ONE	RA	Analysis of Short Tandem Repeats by Parallel DNA Threading	0	0	0	266	73	2	341	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007824	40147	2009	PLoS ONE	RA	"Survey of the Quality of Experimental Design, Statistical Analysis and Reporting of Research Using Animals"	0	0	0	711	245	1	957	0	0	0	1	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007825	40130	2009	PLoS ONE	RA	"Augmentation of Reverse Transcription by Integrase through an Interaction with Host Factor, SIP1/Gemin2 Is Critical for HIV-1 Infection"	0	0	0	343	102	2	447	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007826	40130	2009	PLoS ONE	RA	MicroRNA Patterns Associated with Clinical Prognostic Parameters and CNS Relapse Prediction in Pediatric Acute Leukemia	0	0	0	373	131	1	505	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007827	40130	2009	PLoS ONE	RA	Cell Cycle-Dependent Microtubule-Based Dynamic Transport of Cytoplasmic Dynein in Mammalian Cells	0	0	0	432	153	3	588	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007828	40130	2009	PLoS ONE	RA	Norwegian Physicians' Knowledge of and Opinions about Evidence-Based Medicine: Cross-Sectional Study	0	0	0	721	129	2	852	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0007829	40142	2009	PLoS ONE	RA	A Conserved Gene Structure and Expression Regulation of miR-433 and miR-127 in Mammals	0	0	0	248	63	1	312	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007830	40130	2009	PLoS ONE	RA	Filamins Regulate Cell Spreading and Initiation of Cell Migration	0	0	0	444	149	3	596	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007831	40130	2009	PLoS ONE	RA	Metabolite Profiling Uncovers Plasmid-Induced Cobalt Limitation under Methylotrophic Growth Conditions	0	0	0	212	41	2	255	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007832	40130	2009	PLoS ONE	RA	Gene Expression Profiling in the Type 1 Diabetes Rat Diaphragm	0	0	0	220	43	2	265	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007833	40135	2009	PLoS ONE	RA	A Cell Motility Screen Reveals Role for MARCKS-Related Protein in Adherens Junction Formation and Tumorigenesis	0	0	0	382	145	3	530	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007834	40135	2009	PLoS ONE	RA	Rhesus Monkeys' Valuation of Vocalizations during a Free-Choice Task	0	0	0	386	52	2	440	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007835	40130	2009	PLoS ONE	RA	Twenty-Seven Years of Phase III Trials for Patients with Extensive Disease Small-Cell Lung Cancer: Disappointing Results	0	0	0	393	93	2	488	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007836	40135	2009	PLoS ONE	RA	Mutations in H5N1 Influenza Virus Hemagglutinin that Confer Binding to Human Tracheal Airway Epithelium	0	0	0	1653	500	3	2156	0	0	0	0	1	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007837	40130	2009	PLoS ONE	RA	MicroRNome Analysis Unravels the Molecular Basis of SARS Infection in Bronchoalveolar Stem Cells	0	0	0	376	131	2	509	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007838	40123	2009	PLoS ONE	RA	"Inhibition of Neuraminidase Inhibitor-Resistant Influenza Virus by DAS181, a Novel Sialidase Fusion Protein"	0	0	0	656	238	5	899	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007839	40130	2009	PLoS ONE	RA	Gene Regulation and Epigenetic Remodeling in Murine Embryonic Stem Cells by c-Myc	0	0	0	755	322	3	1080	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007840	40140	2009	PLoS ONE	RA	Induction of Foxp3-Expressing Regulatory T-Cells by Donor Blood Transfusion Is Required for Tolerance to Rat Liver Allografts	0	0	0	258	53	2	313	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007841	40133	2009	PLoS ONE	RA	Integration of the ?-Catenin-Dependent Wnt Pathway with Integrin Signaling through the Adaptor Molecule Grb2	0	0	0	438	139	3	580	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007842	40142	2009	PLoS ONE	RA	Evaluation of Group Genetic Ancestry of Populations from Philadelphia and Dakar in the Context of Sex-Biased Admixture in the Americas	0	0	0	378	57	2	437	0	0	0	0	0	0	0	1	4.0	0	0	0	0	1
10.1371/journal.pone.0007843	40141	2009	PLoS ONE	RA	Alien Invasive Slider Turtle in Unpredicted Habitat: A Matter of Niche Shift or of Predictors Studied?	0	0	0	392	90	1	483	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007844	40133	2009	PLoS ONE	RA	Transcriptome Profiling of Human Pre-Implantation Development	0	0	0	356	112	5	473	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007845	40133	2009	PLoS ONE	RA	Periconceptional Maternal Folic Acid Use of 400 ?g per Day Is Related to Increased Methylation of the IGF2 Gene in the Very Young Child	0	0	0	367	105	3	475	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007846	40133	2009	PLoS ONE	RA	Characterization of the Influenza A H5N1 Viruses of the 2008-09 Outbreaks in India Reveals a Third Introduction and Possible Endemicity	0	0	0	497	104	1	602	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007847	40133	2009	PLoS ONE	RA	Estimation of Immune Cell Densities in Immune Cell Conglomerates: An Approach for High-Throughput Quantification	0	0	0	261	39	2	302	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007848	40137	2009	PLoS ONE	RA	Key Role of the GITR/GITRLigand Pathway in the Development of Murine Autoimmune Diabetes: A Potential Therapeutic Target	0	0	0	210	51	1	262	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007849	40134	2009	PLoS ONE	RA	"Impact of RTS,S/AS02A and RTS,S/AS01B on Genotypes of P. falciparum in Adults Participating in a Malaria Vaccine Clinical Trial"	0	0	0	219	70	1	290	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007850	40133	2009	PLoS ONE	RA	Widespread Dysregulation of MiRNAs by MYCN Amplification and Chromosomal Imbalances in Neuroblastoma: Association of miRNA Expression with Survival	0	0	0	339	114	2	455	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007851	40133	2009	PLoS ONE	RA	Interaction between Plate Make and Protein in Protein Crystallisation Screening	0	0	0	295	56	1	352	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007852	40135	2009	PLoS ONE	RA	The Typical Flight Performance of Blowflies: Measuring the Normal Performance Envelope of Calliphora vicina Using a Novel Corner-Cube Arena	0	0	0	209	37	2	248	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007853	40133	2009	PLoS ONE	RA	The Peculiarities of Large Intron Splicing in Animals	0	0	0	371	117	1	489	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007854	40133	2009	PLoS ONE	RA	Blood-Feeding Induces Reversible Functional Changes in Flight Muscle Mitochondria of Aedes aegypti Mosquito	0	0	0	301	74	1	376	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007855	40133	2009	PLoS ONE	RA	"Species-Specific Differences in the Expression of the HNF1A, HNF1B and HNF4A Genes"	0	0	0	199	62	2	263	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007856	40134	2009	PLoS ONE	RA	Correlating Global Gene Regulation to Angiogenesis in the Developing Chick Extra-Embryonic Vascular System	0	0	0	301	103	1	405	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007857	40134	2009	PLoS ONE	RA	Immunoproteasome Overexpression Underlies the Pathogenesis of Thyroid Oncocytes and Primary Hypothyroidism: Studies in Humans and Mice	0	0	0	175	48	1	224	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007858	40135	2009	PLoS ONE	RA	In-Group Conformity Sustains Different Foraging Traditions in Capuchin Monkeys (Cebus apella)	0	0	0	304	72	2	378	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007859	40133	2009	PLoS ONE	RA	New Mouse Lines for the Analysis of Neuronal Morphology Using CreER(T)/loxP-Directed Sparse Labeling	0	0	0	401	136	1	538	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0007860	40134	2009	PLoS ONE	RA	Catalytic Water Co-Existing with a Product Peptide in the Active Site of HIV-1 Protease Revealed by X-Ray Structure Analysis	0	0	0	168	31	2	201	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007861	40134	2009	PLoS ONE	RA	Avian Host-Selection by Culex pipiens in Experimental Trials	0	0	0	215	71	1	287	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007862	40134	2009	PLoS ONE	RA	Mismatch and G-Stack Modulated Probe Signals on SNP Microarrays	0	0	0	128	29	1	158	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007863	40134	2009	PLoS ONE	RA	"Regulatory Function of a Novel Population of Mouse Autoantigen-Specific Foxp3? Regulatory T Cells Depends on IFN-?, NO, and Contact with Target Cells"	0	0	0	217	88	1	306	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007864	40134	2009	PLoS ONE	RA	Characterization of the L-Lactate Dehydrogenase from Aggregatibacter actinomycetemcomitans	0	0	0	198	38	1	237	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007865	40134	2009	PLoS ONE	RA	Monocyte Scintigraphy in Rheumatoid Arthritis: The Dynamics of Monocyte Migration in Immune-Mediated Inflammatory Disease	0	0	0	204	77	4	285	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007866	40135	2009	PLoS ONE	RA	The Real maccoyii: Identifying Tuna Sushi with DNA Barcodes ? Contrasting Characteristic Attributes and Genetic Distances	0	0	0	14803	427	5	15235	0	0	0	1	1	3	0	1	4.7	0	0	1	0	1
10.1371/journal.pone.0007867	40134	2009	PLoS ONE	RA	Selective Inhibition of Retinal Angiogenesis by Targeting PI3 Kinase	0	0	0	334	113	1	448	0	0	0	0	0	0	0	2	2.7	0	0	0	0	1
10.1371/journal.pone.0007868	40134	2009	PLoS ONE	RA	Longitudinal Evaluation of an N-Ethyl-N-Nitrosourea-Created Murine Model with Normal Pressure Hydrocephalus	0	0	0	128	27	1	156	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007869	40134	2009	PLoS ONE	RA	Microglia and Microglia-Like Cell Differentiated from DC Inhibit CD4 T Cell Proliferation	0	0	0	168	52	1	221	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007870	40134	2009	PLoS ONE	RA	Cleavage of the SARS Coronavirus Spike Glycoprotein by Airway Proteases Enhances Virus Entry into Human Bronchial Epithelial Cells In Vitro	0	0	0	210	69	2	281	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007871	40134	2009	PLoS ONE	RA	"Dihydroartemisinin-Piperaquine and Artemether-Lumefantrine for Treating Uncomplicated Malaria in African Children: A Randomised, Non-Inferiority Trial"	0	0	0	277	89	2	368	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007872	40134	2009	PLoS ONE	RA	Control of TCF-4 Expression by VDR and Vitamin D in the Mouse Mammary Gland and Colorectal Cancer Cell Lines	0	0	0	330	116	1	447	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0007873	40135	2009	PLoS ONE	RA	Nestedness of Ectoparasite-Vertebrate Host Networks	0	0	0	275	89	3	367	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
